id,type,persian,latin,code,parent_id,is_active,is_default,description
550e8400-e29b-41d4-a716-446655440000,ENUM_TYPE,محل اجرا,contract location,9999,,true,false,
550e8400-e29b-41d4-a716-446655440001,ENUM_TYPE,شرکت صنایع مس ایران,Iran Copper Industries Company,9998,550e8400-e29b-41d4-a716-446655440000,true,false,
550e8400-e29b-41d4-a716-446655440002,ENUM_TYPE,استان تهران,Tehran Province,0031,550e8400-e29b-41d4-a716-446655440000,true,false,
550e8400-e29b-41d4-a716-446655440003,ENUM_TYPE,تهران,Tehran,0032,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440004,ENUM_TYPE,اسلامشهر,Eslamshahr,0033,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440005,ENUM_TYPE,شهریار,Shahriar,0034,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440006,ENUM_TYPE,ری,Rey,0035,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440007,ENUM_TYPE,شمیرانات,Shemiranat,0036,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440008,ENUM_TYPE,دماوند,Damavand,0037,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440009,ENUM_TYPE,پردیس,Pardis,0038,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440010,ENUM_TYPE,فیروزکوه,Firuzkuh,0039,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440011,ENUM_TYPE,پاکدشت,Pakdasht,0040,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440012,ENUM_TYPE,ورامین,Varamin,0041,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440013,ENUM_TYPE,قرچک,Qarchak,0042,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440014,ENUM_TYPE,رباط‌کریم,Robat Karim,0043,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440015,ENUM_TYPE,بهارستان,Baharestan,0044,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440016,ENUM_TYPE,ملارد,Malard,0045,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440017,ENUM_TYPE,لواسان,Lavasan,0046,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440018,ENUM_TYPE,پرند,Parand,0047,550e8400-e29b-41d4-a716-446655440002,true,false,
550e8400-e29b-41d4-a716-446655440019,ENUM_TYPE,استان کرمان,Kerman Province,0048,550e8400-e29b-41d4-a716-446655440000,true,false,
550e8400-e29b-41d4-a716-446655440020,ENUM_TYPE,کرمان,Kerman,0049,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440021,ENUM_TYPE,سیرجان,Sirjan,0050,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440022,ENUM_TYPE,رفسنجان,Rafsanjan,0051,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440023,ENUM_TYPE,بم,Bam,0052,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440024,ENUM_TYPE,جیرفت,Jiroft,0053,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440025,ENUM_TYPE,کهنوج,Kahnuj,0054,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440026,ENUM_TYPE,زرند,Zarand,0055,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440027,ENUM_TYPE,راور,Ravar,0056,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440028,ENUM_TYPE,بافت,Baft,0057,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440029,ENUM_TYPE,رابر,Rabor,0058,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440030,ENUM_TYPE,فهرج,Fahraj,0059,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440031,ENUM_TYPE,عنبرآباد,Anbarabad,0060,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440032,ENUM_TYPE,نرماشیر,Narmashir,0061,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440033,ENUM_TYPE,قلعه‌گنج,Qaleh Ganj,0062,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440034,ENUM_TYPE,منوجان,Manujan,0063,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440035,ENUM_TYPE,بردسیر,Bardsir,0064,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440036,ENUM_TYPE,ریگان,Rigan,0065,550e8400-e29b-41d4-a716-446655440019,true,false,
550e8400-e29b-41d4-a716-446655440037,ENUM_TYPE,استان یزد,Yazd Province,0066,550e8400-e29b-41d4-a716-446655440000,true,false,
550e8400-e29b-41d4-a716-446655440038,ENUM_TYPE,یزد,Yazd,0067,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440039,ENUM_TYPE,میبد,Meybod,0068,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440040,ENUM_TYPE,اردکان,Ardakan,0069,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440041,ENUM_TYPE,تفت,Taft,0070,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440042,ENUM_TYPE,مهریز,Mehriz,0071,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440043,ENUM_TYPE,بافق,Bafq,0072,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440044,ENUM_TYPE,ابرکوه,Abarkooh,0073,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440045,ENUM_TYPE,بهاباد,Behabad,0074,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440046,ENUM_TYPE,اشکذر,Ashkezar,0075,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440047,ENUM_TYPE,خاتم,Khatam,0076,550e8400-e29b-41d4-a716-446655440037,true,false,
550e8400-e29b-41d4-a716-446655440048,ENUM_TYPE,استان اصفهان,Isfahan Province,0077,550e8400-e29b-41d4-a716-446655440000,true,false,
550e8400-e29b-41d4-a716-446655440049,ENUM_TYPE,اصفهان,Isfahan,0078,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440050,ENUM_TYPE,کاشان,Kashan,0079,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440051,ENUM_TYPE,نجف‌آباد,Najafabad,0080,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440052,ENUM_TYPE,خمینی‌شهر,Khomeynishahr,0081,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440053,ENUM_TYPE,شاهین‌شهر,Shahinshahr,0082,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440054,ENUM_TYPE,فلاورجان,Falavarjan,0083,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440055,ENUM_TYPE,آران و بیدگل,Aran va Bidgol,0084,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440056,ENUM_TYPE,دهاقان,Dehaqan,0085,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440057,ENUM_TYPE,تیران و کرون,Tiran va Karvan,0086,550e8400-e29b-41d4-a716-446655440048,true,false,
550e8400-e29b-41d4-a716-446655440058,ENUM_TYPE,نایین,Nain,0087,550e8400-e29b-41d4-a716-446655440048,true,false,
